AreaID;AreaCode;SiteName;Country;State/Province;Latitude;Longitude;Lat10;Long10;Altitude;Alt SRTM;Domain;DomN;EcoUnit;FitGeoN;Asp Ocean;Thermic realm;Elevation range;Zonal Azonal;Climatic regime;Leaf flush;Vegetation physiognomy;Vegetation type;CdVg;Main vegetation type;TempCorrection;PrecipCorrection;TempAnn;TempDayRng;Isotherm;TempSeas;TempMax;TempMin;TempAnnRng;PrecAnn;PrecWetP;PrecDryP;PrecSeas;WaterDefDur;WaterDefSev;WaterExcDur;WaterExcSev;HyperSeas;DaysFrost;CloudItcp;Grassy Cover;Surface Rockiness;Ranked Rockiness;Soil Texture Class;Ranked Sand;Soil Drainage Class;Ranked Drainage;Soil Water Storage;Soil Fertility Class;Ranked TBS;Salinity Class;Ranked Salinity
1669;AtlSC099;Treviso, Rio Mae Luzia, floresta pluvial;Brasil;Santa Catarina;28°27’42”S;49°31’19”W;-28.4617;-49.5219;555;535;Atlantic Forest;8;Southern Coastal Atlantic Forests;11;Windward;Subtropical;Upper hills;(Zonal);Rain;Evergreen;Broadleaved Forest;Subtropical Upper hills Rain Evergreen Broadleaved Forest;19;Rainforest;0;1;17.5;10.4;54;300;27.1;7.9;19.2;1515;180;93;22;0;0;280;327;0;3;0;0;Intermediate (10-30% exposed rock);20;Clay loam (30-40% sand);35;Well;35;54;Mesotrophic (25-50% TBS);37;No salinity;0
1643;AtlSC100;Praia Grande, floresta pluvial;Brasil;Santa Catarina;29°10’58”S;50°00’41”W;-29.1828;-50.0114;784;515;Atlantic Forest;8;Southern Coastal Atlantic Forests;11;Windward;Subtropical;Upper hills;(Zonal);Rain;Evergreen;Broadleaved Forest;Subtropical Upper hills Rain Evergreen Broadleaved Forest;19;Rainforest;-1.3;1.07;15.6;8.6;51;293;24.3;7.3;17;1786;175;125;11;0;0;360;586;0;5;0;0;Absent to Low (0-10% exposed rock);5;Sandy clay loam (60-70% sand);65;Moderately Well;50;58;Mesotrophic (25-50% TBS);37;No salinity;0
1525;AtlRS009;Mampituba, floresta pluvial;Brasil;Rio Grande do Sul;29°17’26”S;50°04’54”W;-29.2906;-50.0817;617;617;Atlantic Forest;8;Southern Coastal Atlantic Forests;11;Windward;Subtropical;Upper hills;(Zonal);Rain;Evergreen;Broadleaved Forest;Subtropical Upper hills Rain Evergreen Broadleaved Forest;19;Rainforest;0;1;16.4;8.8;51;290;25.1;8;17.1;1753;169;126;10;0;0;360;553;0;3;0;0;Absent to Low (0-10% exposed rock);5;Clay loam (30-40% sand);35;Well;35;58;Mesotrophic (25-50% TBS);37;No salinity;0
2724;AtlRS010;Aratinga, Rota do Sol, floresta pluvial;Brasil;Rio Grande do Sul;29°21’26”S;50°10’44”W;-29.3572;-50.1789;866;720;Atlantic Forest;8;Southern Coastal Atlantic Forests;11;Windward;Subtropical;Upper hills;(Zonal);Rain;Evergreen;Broadleaved Forest;Subtropical Upper hills Rain Evergreen Broadleaved Forest;19;Rainforest;-0.7;1.03;15.2;9;51;295;24.2;6.7;17.5;1928;184;137;9;0;0;360;728;0;6;0;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
78;AtlRS011;Morro Azul, floresta pluvial;Brasil;Rio Grande do Sul;29°26’33”S;50°00’25”W;-29.4425;-50.0069;621;609;Atlantic Forest;8;Southern Coastal Atlantic Forests;11;Windward;Subtropical;Upper hills;(Zonal);Rain;Evergreen;Broadleaved Forest;Subtropical Upper hills Rain Evergreen Broadleaved Forest;19;Rainforest;0;1;16.2;8.4;50;292;24.8;8.1;16.7;1760;169;129;9;0;0;360;560;0;3;0;0;Absent to Low (0-10% exposed rock);5;Sand (90-100% sand);95;Somewhat Excessively;20;35;Mesotrophic (25-50% TBS);37;No salinity;0
402;AtlMG168;Chapada das Perdizes, floresta nebular;Brasil;Minas Gerais;21°37’12”S;44°36’41”W;-21.62;-44.6114;1325;1395;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;16.9;12.4;67;199;24.8;6.4;18.4;1711;333;18;81;75;17;195;853;0;6;142;0;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Well;35;51;Mesotrophic (25-50% TBS);37;No salinity;0
4452;AtlMG169;Toca dos Urubus, floresta nebular;Brasil;Minas Gerais;21°58’31”S;44°46’39”W;-21.9753;-44.7775;1390;1230;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-0.8;1.02;16.5;13.1;66;226;24.6;4.7;19.9;1657;312;17;80;60;11;190;801;0;28;144;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Dystrophic (10-25% TBS);17;No salinity;0
4114;AtlRJ073;Pico do Frade, floresta nebular;Brasil;Rio de Janeiro;22°12’42”S;42°04’41”W;-22.2117;-42.0781;1287;422;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-4.3;1.13;16.8;9.3;58;219;24.3;8.2;16.1;1516;249;33;59;0;0;200;548;0;2;122;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
134;AtlMG170;Bocaina de Minas, floresta nebular;Brasil;Minas Gerais;22°13’00”S;44°32’24”W;-22.2167;-44.54;1293;1403;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0.6;1;16.5;12.4;65;218;24.5;5.3;19.2;1731;311;22;77;45;5;195;846;0;8;140;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Dystrophic (10-25% TBS);17;No salinity;0
109;AtlRJ074;Itatiaia, Veu da Noiva, floresta nebular;Brasil;Rio de Janeiro;22°25’34”S;44°37’12”W;-22.4261;-44.62;1218;1166;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;16.8;12.4;63;235;24.9;5.3;19.6;1645;293;22;77;45;6;195;770;0;8;125;0;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Well;35;51;Mesotrophic (25-50% TBS);37;No salinity;0
110;AtlRJ075;Teresopolis, floresta nebular;Brasil;Rio de Janeiro;22°27’16”S;42°57’01”W;-22.4544;-42.9503;1180;1039;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-0.7;1.02;17;9.8;58;227;25.1;8.1;17;1736;304;41;64;0;0;210;748;0;2;128;0;Intermediate (10-30% exposed rock);20;Clay loam (30-40% sand);35;Well;35;54;Mesotrophic (25-50% TBS);37;No salinity;0
111;AtlRJ076;Petropolis, floresta nebular;Brasil;Rio de Janeiro;22°32’05”S;43°09’29”W;-22.5347;-43.1581;1203;1150;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;17.1;9.4;58;213;24.8;8.7;16.1;1839;302;49;59;0;0;225;808;0;1;138;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
1007;AtlMG171;Wenceslau Bras, floresta nebular;Brasil;Minas Gerais;22°32’38”S;45°21’27”W;-22.5439;-45.3575;1188;1199;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;17;12.4;64;239;25;5.5;19.5;1791;331;28;76;0;0;190;896;0;8;133;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Dystrophic (10-25% TBS);17;No salinity;0
136;AtlSP067;Bananal, floresta nebular;Brasil;Sao Paulo;22°49’31”S;44°23’36”W;-22.8253;-44.3933;1373;1381;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;15.2;11.7;62;225;23.3;4.5;18.8;1706;287;30;70;0;0;195;777;0;33;146;0;Intermediate (10-30% exposed rock);20;Light clay (10-20% sand);15;Well;35;59;Dystrophic (10-25% TBS);17;No salinity;0
3947;AtlSP068;Sao Francisco Xavier, floresta nebular;Brasil;Sao Paulo;22°52’55”S;45°57’18”W;-22.8819;-45.955;1282;1209;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;16.1;11;62;239;23.6;5.8;17.8;1737;296;35;67;0;0;200;777;0;8;139;0;Intermediate (10-30% exposed rock);20;Light clay (10-20% sand);15;Well;35;59;Dystrophic (10-25% TBS);17;No salinity;0
4000;AtlSP069;Joanopolis, floresta nebular;Brasil;Sao Paulo;22°53’43”S;46°14’11”W;-22.8953;-46.2364;1379;1153;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-1.1;1.03;15.4;11;62;238;22.8;5.1;17.7;1661;287;33;67;0;0;190;718;0;10;143;0;Intermediate (10-30% exposed rock);20;Light clay (10-20% sand);15;Well;35;59;Dystrophic (10-25% TBS);17;No salinity;0
4113;AtlRJ077;Serra da Bocaina, Guaripu, floresta nebular;Brasil;Rio de Janeiro;22°56’06”S;44°40’26”W;-22.935;-44.6739;1115;1127;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;16.3;11.8;62;231;24.4;5.4;19;1529;256;27;71;0;0;190;645;0;8;107;0;Intermediate (10-30% exposed rock);20;Light clay (10-20% sand);15;Well;35;59;Dystrophic (10-25% TBS);17;No salinity;0
4127;AtlRJ078;Pico da Tijuca, floresta nebular;Brasil;Rio de Janeiro;22°56’39”S;43°17’14”W;-22.94412;-43.2872;1017;350;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-3.3;1.13;18.1;8.6;56;217;25.5;10.1;15.4;1720;233;61;44;0;0;240;625;0;0;109;0;Intermediate (10-30% exposed rock);20;Light clay (10-20% sand);15;Well;35;59;Dystrophic (10-25% TBS);17;No salinity;0
137;AtlSP070;Atibaia, floresta nebular;Brasil;Sao Paulo;23°10’42”S;46°31’16”W;-23.1783;-46.5211;1318;1187;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-0.7;1.02;15.3;10.6;61;237;22.9;5.5;17.4;1564;265;34;65;0;0;190;629;0;9;129;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
138;AtlSP071;Cunha, floresta nebular;Brasil;Sao Paulo;23°13’50”S;45°01’35”W;-23.2306;-45.0264;1139;1180;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;0;1;15.6;11.1;61;231;23.5;5.3;18.2;1679;264;35;65;0;0;195;724;0;9;120;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
3949;AtlSP072;Serra do Japi, floresta nebular;Brasil;Sao Paulo;23°16’03”S;46°58’05”W;-23.2675;-46.9681;1247;1130;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-0.6;1.02;15.8;10.7;61;239;23.6;6.1;17.5;1440;245;34;66;0;0;185;540;0;7;112;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
116;AtlSP073;Picinguaba, Morro do Corisco, floresta nebular;Brasil;Sao Paulo;23°17’43”S;44°48’47”W;-23.2953;-44.8131;1007;547;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-2.3;1.09;17.6;10.4;58;234;25.6;7.7;17.9;2136;302;68;54;0;0;235;1028;0;3;134;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
117;AtlSP074;Sao Luiz do Paraitinga, floresta nebular;Brasil;Sao Paulo;23°20’02”S;45°18’16”W;-23.3339;-45.3044;1361;1078;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-1.4;1.04;14.7;10.5;60;233;22.3;4.7;17.6;1780;287;41;63;0;0;200;783;0;29;151;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
118;AtlSP075;Serra da Cantareira, floresta nebular;Brasil;Sao Paulo;23°24’36”S;46°36’40”W;-23.41;-46.6111;1120;980;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-0.7;1.03;16.5;10.2;60;231;24.3;7.3;17;1480;251;35;64;0;0;190;553;0;4;104;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
3950;AtlSP076;Mirante da Petrobras, floresta nebular;Brasil;Sao Paulo;23°38’08”S;45°41’49”W;-23.6356;-45.6969;1233;1087;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Lower highlands Cloud Evergreen Broadleaved Forest;41;Cloud forest;-0.7;1.02;14.9;9.6;57;240;22.2;5.5;16.7;2266;315;82;46;0;0;295;1088;0;9;175;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
1756;AtlSP077;Itapeva, floresta nebular;Brasil;Sao Paulo;24°08’05”S;49°03’16”W;-24.1347;-49.0544;957;912;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;0;1;17.9;11.3;58;292;26.9;7.4;19.5;1337;195;51;44;0;0;190;318;0;4;0;0;Intermediate (10-30% exposed rock);20;Loamy sand (80-90% sand);85;Well;35;41;Mesotrophic (25-50% TBS);37;No salinity;0
127;AtlSP078;Alto Ribeira, floresta nebular;Brasil;Sao Paulo;24°28’51”S;48°45’37”W;-24.4808;-48.7603;1018;930;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;0;1;17.3;10.4;54;324;26.3;7;19.3;1398;189;55;41;0;0;200;348;0;5;89;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Dystrophic (10-25% TBS);17;No salinity;0
3902;AtlPR020;Parque Estadual das Lauraceas, floresta nebular;Brasil;Parana;24°51’36”S;48°42’27”W;-24.86;-48.7075;1037;875;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-0.8;1.03;16.9;9.4;52;314;25.4;7.3;18.1;1500;204;71;32;0;0;230;352;0;4;97;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Moderately Well;50;56;Dystrophic (10-25% TBS);17;No salinity;0
128;AtlPR021;Tunas do Parana, floresta nebular;Brasil;Parana;24°58’07”S;49°07’42”W;-24.9686;-49.1283;981;830;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-0.8;1.03;17.3;10.4;55;308;26.2;7.3;18.9;1523;199;72;32;0;0;230;379;0;4;0;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
3918;AtlPR022;Serra Gigante, floresta nebular;Brasil;Parana;25°09’28”S;48°10’11”W;-25.1578;-48.1697;966;271;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-3.5;1.14;17.6;8.1;47;312;25.8;8.7;17.1;2509;366;87;45;0;0;335;1322;0;1;0;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
129;AtlPR023;Campina Grande do Sul, Capivari, floresta nebular;Brasil;Parana;25°10’12”S;48°51’11”W;-25.17;-48.8531;947;979;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;0;1;16.9;9.4;53;297;25.3;7.7;17.6;1721;231;81;33;0;0;285;545;0;3;0;0;Absent to Low (0-10% exposed rock);5;Sandy clay loam (60-70% sand);65;Well;35;50;Mesotrophic (25-50% TBS);37;No salinity;0
92;AtlPR024;Serra da Graciosa, floresta nebular;Brasil;Parana;25°20’31”S;48°54’36”W;-25.3419;-48.91;1087;783;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-1.5;1.06;16.5;9.1;51;318;25;7.1;17.9;1950;264;86;37;0;0;310;768;0;5;132;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
1683;AtlPR025;Serra da Prata, floresta nebular;Brasil;Parana;25°37’04”S;48°41’42”W;-25.6178;-48.695;906;599;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-1.5;1.07;17;8.2;48;319;25.4;8.2;17.2;2161;296;91;40;0;0;330;970;0;2;0;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Moderately Well;50;54;Mesotrophic (25-50% TBS);37;No salinity;0
4018;AtlPR026;Vossoroca, floresta nebular;Brasil;Parana;25°47’36”S;49°06’06”W;-25.7933;-49.1017;1055;986;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;0;1;16;9.8;54;292;24.7;6.7;18;1538;200;81;30;0;0;250;377;0;6;101;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
2765;AtlSC101;Mirante Garuva, floresta nebular;Brasil;Santa Catarina;26°02’33”S;48°54’01”W;-26.0425;-48.9003;1003;552;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-2.3;1.09;16;8.5;49;303;24.4;7.1;17.3;1908;256;93;35;0;0;320;715;0;5;120;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
1645;AtlSC102;Joinville, Serra Dona Francisca, floresta nebular;Brasil;Santa Catarina;26°13’44”S;49°04’12”W;-26.2289;-49.07;931;810;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-0.6;1.03;16.1;9.5;52;302;24.9;6.8;18.1;1681;207;90;28;0;0;330;491;0;5;0;0;Intermediate (10-30% exposed rock);20;Light clay (10-20% sand);15;Moderately Well;50;66;Dystrophic (10-25% TBS);17;No salinity;0
1663;AtlSC103;Rio dos Cedros, floresta nebular;Brasil;Santa Catarina;26°32’59”S;49°24’36”W;-26.5497;-49.41;914;828;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;0;1;16.6;10.4;54;305;26.1;7;19.1;1533;183;88;23;0;0;290;350;0;5;0;0;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Moderately Well;50;59;Mesotrophic (25-50% TBS);37;No salinity;0
1609;AtlSC104;Benedito Novo, floresta nebular;Brasil;Santa Catarina;26°53’46”S;49°32’17”W;-26.8961;-49.5381;1010;881;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;-0.6;1.03;15.7;10.4;54;307;25.3;6.2;19.1;1614;188;95;21;0;0;350;419;0;7;102;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Moderately Well;50;54;Mesotrophic (25-50% TBS);37;No salinity;0
1666;AtlSC105;Rancho Queimado, floresta nebular;Brasil;Santa Catarina;27°37’41”S;49°08’59”W;-27.6281;-49.1497;920;864;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Subtropical;Lower highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Subtropical Lower highlands Cloud Evergreen Broadleaved Forest;42;Cloud forest;0;1;16;9.1;52;298;25;7.4;17.6;1660;209;96;25;0;0;345;464;0;4;0;0;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Moderately Well;50;59;Mesotrophic (25-50% TBS);37;No salinity;0
133;AtlMG172;Ibitipoca, Mata Grande, floresta nebular;Brasil;Minas Gerais;21°42’29”S;43°53’07”W;-21.7081;-43.8853;1440;1135;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Upper highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Upper highlands Cloud Evergreen Broadleaved Forest;44;Cloud forest;-1.5;1.04;16.7;10.7;63;202;24.4;7.5;16.9;1646;304;19;78;70;16;195;783;0;4;148;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Dystrophic (10-25% TBS);17;No salinity;0
403;AtlMG173;Poços de Caldas, floresta nebular;Brasil;Minas Gerais;21°46’21”S;46°33’23”W;-21.7725;-46.5564;1451;1314;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Upper highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Upper highlands Cloud Evergreen Broadleaved Forest;44;Cloud forest;-0.7;1.02;17;11.8;65;235;24.5;6.3;18.2;1741;319;26;75;20;1;195;841;0;7;158;0;Intermediate (10-30% exposed rock);20;Loamy sand (80-90% sand);85;Well;35;41;Mesotrophic (25-50% TBS);37;No salinity;0
4116;AtlRJ079;Pico do Desengano, floresta nebular;Brasil;Rio de Janeiro;21°53’08”S;41°53’45”W;-21.8856;-41.8958;1485;1246;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Upper highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Upper highlands Cloud Evergreen Broadleaved Forest;44;Cloud forest;-1.2;1.03;15.2;10.1;62;203;23;6.6;16.4;1531;247;40;59;0;0;205;559;0;7;142;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
637;AtlMG174;Serra Negra, Ninho da egua, floresta nebular;Brasil;Minas Gerais;21°58’08”S;43°53’24”W;-21.9689;-43.89;1473;1179;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Upper highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Upper highlands Cloud Evergreen Broadleaved Forest;44;Cloud forest;-1.5;1.04;16.1;10.6;62;206;23.8;6.7;17.1;1674;301;21;77;60;6;195;791;0;6;154;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Dystrophic (10-25% TBS);17;No salinity;0
4404;AtlMG175;Aiuruoca, Vale do Matutu, floresta nebular;Brasil;Minas Gerais;22°05’05”S;44°39’18”W;-22.0847;-44.655;1502;1564;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Upper highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Upper highlands Cloud Evergreen Broadleaved Forest;44;Cloud forest;0;1;15.3;12.6;66;208;23.2;4.1;19.1;1819;329;22;78;20;3;200;922;0;53;171;0;Intermediate (10-30% exposed rock);20;Sandy clay loam (60-70% sand);65;Well;35;46;Mesotrophic (25-50% TBS);37;No salinity;0
1006;AtlMG176;Alagoa, Serra do Papagaio, floresta nebular;Brasil;Minas Gerais;22°08’07”S;44°44’16”W;-22.1353;-44.7378;1831;1752;Atlantic Forest;8;Southern Atlantic Highlands;12;Windward;Tropical;Upper highlands;(Zonal);Cloud;Evergreen;Broadleaved Forest;Tropical Upper highlands Cloud Evergreen Broadleaved Forest;44;Cloud forest;0;1;14.2;12.6;67;203;22;3.1;18.9;1945;343;25;76;0;0;200;1020;0;92;223;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Well;35;56;Dystrophic (10-25% TBS);17;No salinity;0
